replicate	fa	treatment	fa_conc
S_23	C10:0	Mix	0
S_23	C11:0	Mix	0
S_23	C12:0	Mix	0
S_23	C13:0	Mix	0
S_23	C14:0	Mix	0
S_23	C14:1	Mix	0
S_23	C15:0	Mix	0
S_23	C15:1	Mix	0
S_23	C16:0	Mix	53.21385455
S_23	C16:1	Mix	16.75074874
S_23	C17:1	Mix	0
S_23	C18:0	Mix	47.06577075
S_23	C18:1	Mix	32.79052846
S_23	C18:2(n-6t)	Mix	0
S_23	C18:2(n-6c)	Mix	9.344583311
S_23	C18:3(n-6)	Mix	0
S_23	C18:3(n-3)	Mix	2.139329286
S_23	C18:4(n-3)	Mix	0
S_23	C20:0	Mix	1.183790198
S_23	C20:1	Mix	1.972296544
S_23	C20:2(n-6)	Mix	1.666877613
S_23	C20:3(n-6)	Mix	0
S_23	C20:4(n-6)	Mix	8.314891328
S_23	C20:3(n-3)	Mix	0
S_23	C21:0	Mix	0
S_23	C20:5(n-3)	Mix	7.573746471
S_23	C22:0	Mix	0
S_23	C22:1	Mix	10.03098991
S_23	C22:2	Mix	0
S_23	C22:5(n-3)	Mix	1.786763208
S_23	C22:6(n-3)	Mix	0.522927558
S_23	C24:0	Mix	0
S_23	C24:1	Mix	0
S_24	C08:0	Mix	0
S_24	C10:0	Mix	0
S_24	C11:0	Mix	0
S_24	C12:0	Mix	0
S_24	C13:0	Mix	0
S_24	C14:0	Mix	0
S_24	C14:1	Mix	0
S_24	C15:0	Mix	0
S_24	C15:1	Mix	0
S_24	C16:0	Mix	40.74608975
S_24	C16:1	Mix	12.27913398
S_24	C17:1	Mix	0
S_24	C18:0	Mix	39.20886358
S_24	C18:1	Mix	27.06803692
S_24	C18:2(n-6t)	Mix	0
S_24	C18:2(n-6c)	Mix	1.135931873
S_24	C18:3(n-6)	Mix	0
S_24	C18:3(n-3)	Mix	2.076614364
S_24	C18:4(n-3)	Mix	0
S_24	C20:0	Mix	1.200939939
S_24	C20:1	Mix	3.565400474
S_24	C20:2(n-6)	Mix	3.455241705
S_24	C20:3(n-6)	Mix	0.245067711
S_24	C20:4(n-6)	Mix	8.534247263
S_24	C20:3(n-3)	Mix	0
S_24	C21:0	Mix	0
S_24	C20:5(n-3)	Mix	9.011754419
S_24	C22:0	Mix	0
S_24	C22:1	Mix	10.11778171
S_24	C22:2	Mix	0
S_24	C22:5(n-3)	Mix	2.001407231
S_24	C22:6(n-3)	Mix	0.537560528
S_24	C24:0	Mix	0
S_24	C24:1	Mix	0
S_25	C08:0	Mix	0
S_25	C10:0	Mix	0
S_25	C11:0	Mix	0
S_25	C12:0	Mix	0
S_25	C13:0	Mix	0
S_25	C14:0	Mix	0
S_25	C14:1	Mix	0
S_25	C15:0	Mix	0
S_25	C15:1	Mix	0
S_25	C16:0	Mix	102.8419502
S_25	C16:1	Mix	54.6191232
S_25	C17:1	Mix	0
S_25	C18:0	Mix	65.3181047
S_25	C18:1	Mix	76.08656383
S_25	C18:2(n-6t)	Mix	0
S_25	C18:2(n-6c)	Mix	27.88692301
S_25	C18:3(n-6)	Mix	0
S_25	C18:3(n-3)	Mix	5.773853713
S_25	C18:4(n-3)	Mix	0.133277243
S_25	C20:0	Mix	1.783664572
S_25	C20:1	Mix	6.529034028
S_25	C20:2(n-6)	Mix	4.42352413
S_25	C20:3(n-6)	Mix	0
S_25	C20:4(n-6)	Mix	12.03124925
S_25	C20:3(n-3)	Mix	0
S_25	C21:0	Mix	0
S_25	C20:5(n-3)	Mix	14.01684443
S_25	C22:0	Mix	0
S_25	C22:1	Mix	19.15452706
S_25	C22:2	Mix	0.078927209
S_25	C22:5(n-3)	Mix	2.143571412
S_25	C22:6(n-3)	Mix	0.572023215
S_25	C24:0	Mix	0
S_25	C24:1	Mix	0
S_26	C08:0	Mix	0
S_26	C10:0	Mix	0
S_26	C11:0	Mix	0
S_26	C12:0	Mix	0
S_26	C13:0	Mix	0
S_26	C14:0	Mix	0
S_26	C14:1	Mix	0
S_26	C15:0	Mix	0.819643778
S_26	C15:1	Mix	0
S_26	C16:0	Mix	97.6706991
S_26	C16:1	Mix	40.37307019
S_26	C17:1	Mix	1.685318713
S_26	C18:0	Mix	70.96800125
S_26	C18:1	Mix	52.87721461
S_26	C18:2(n-6t)	Mix	0
S_26	C18:2(n-6c)	Mix	24.15212353
S_26	C18:3(n-6)	Mix	0.708145663
S_26	C18:3(n-3)	Mix	4.484974772
S_26	C18:4(n-3)	Mix	0.016918279
S_26	C20:0	Mix	2.428102938
S_26	C20:1	Mix	3.845548249
S_26	C20:2(n-6)	Mix	4.295551603
S_26	C20:3(n-6)	Mix	0
S_26	C20:4(n-6)	Mix	15.84507142
S_26	C20:3(n-3)	Mix	0
S_26	C21:0	Mix	0
S_26	C20:5(n-3)	Mix	16.61218261
S_26	C22:0	Mix	0
S_26	C22:1	Mix	22.5315053
S_26	C22:2	Mix	0
S_26	C22:5(n-3)	Mix	2.754991535
S_26	C22:6(n-3)	Mix	0.858093273
S_26	C24:0	Mix	0
S_26	C24:1	Mix	0
S_27	C08:0	Mix	0
S_27	C10:0	Mix	0
S_27	C11:0	Mix	0
S_27	C12:0	Mix	0
S_27	C13:0	Mix	0
S_27	C14:0	Mix	0
S_27	C14:1	Mix	0
S_27	C15:0	Mix	0.695460135
S_27	C15:1	Mix	0
S_27	C16:0	Mix	94.7856198
S_27	C16:1	Mix	2.909126402
S_27	C17:1	Mix	0
S_27	C18:0	Mix	87.69652226
S_27	C18:1	Mix	24.14393644
S_27	C18:2(n-6t)	Mix	0
S_27	C18:2(n-6c)	Mix	1.614031724
S_27	C18:3(n-6)	Mix	0
S_27	C18:3(n-3)	Mix	3.19267029
S_27	C18:4(n-3)	Mix	0
S_27	C20:0	Mix	1.90244942
S_27	C20:1	Mix	1.444145099
S_27	C20:2(n-6)	Mix	3.901066998
S_27	C20:3(n-6)	Mix	0
S_27	C20:4(n-6)	Mix	18.80703635
S_27	C20:3(n-3)	Mix	0
S_27	C21:0	Mix	0
S_27	C20:5(n-3)	Mix	14.87405857
S_27	C22:0	Mix	0
S_27	C22:1	Mix	14.40901631
S_27	C22:2	Mix	0
S_27	C22:5(n-3)	Mix	3.487744437
S_27	C22:6(n-3)	Mix	1.393676901
S_27	C24:0	Mix	0
S_27	C24:1	Mix	0
S_28	C08:0	Mix	0
S_28	C10:0	Mix	0
S_28	C11:0	Mix	0
S_28	C12:0	Mix	0
S_28	C13:0	Mix	0
S_28	C14:0	Mix	0
S_28	C14:1	Mix	0
S_28	C15:0	Mix	0.653554277
S_28	C15:1	Mix	0
S_28	C16:0	Mix	72.49998648
S_28	C16:1	Mix	31.20523611
S_28	C17:1	Mix	1.33197253
S_28	C18:0	Mix	57.99647788
S_28	C18:1	Mix	37.75971588
S_28	C18:2(n-6t)	Mix	0
S_28	C18:2(n-6c)	Mix	17.13214394
S_28	C18:3(n-6)	Mix	0
S_28	C18:3(n-3)	Mix	3.059727501
S_28	C18:4(n-3)	Mix	0
S_28	C20:0	Mix	0
S_28	C20:1	Mix	1.59775127
S_28	C20:2(n-6)	Mix	3.237294581
S_28	C20:3(n-6)	Mix	0
S_28	C20:4(n-6)	Mix	12.66795179
S_28	C20:3(n-3)	Mix	0
S_28	C21:0	Mix	0
S_28	C20:5(n-3)	Mix	11.71948743
S_28	C22:0	Mix	0
S_28	C22:1	Mix	21.45722925
S_28	C22:2	Mix	0
S_28	C22:5(n-3)	Mix	2.063762855
S_28	C22:6(n-3)	Mix	0.482055464
S_28	C24:0	Mix	0
S_28	C24:1	Mix	0
S_30	C08:0	Mix	0
S_30	C10:0	Mix	0
S_30	C11:0	Mix	0
S_30	C12:0	Mix	0
S_30	C13:0	Mix	0
S_30	C14:0	Mix	0
S_30	C14:1	Mix	0
S_30	C15:0	Mix	0.571082201
S_30	C15:1	Mix	0
S_30	C16:0	Mix	72.33835368
S_30	C16:1	Mix	7.504224617
S_30	C17:1	Mix	0
S_30	C18:0	Mix	63.08704919
S_30	C18:1	Mix	22.91175388
S_30	C18:2(n-6t)	Mix	0
S_30	C18:2(n-6c)	Mix	6.573221664
S_30	C18:3(n-6)	Mix	0
S_30	C18:3(n-3)	Mix	3.540155678
S_30	C18:4(n-3)	Mix	0
S_30	C20:0	Mix	1.938149695
S_30	C20:1	Mix	2.129746936
S_30	C20:2(n-6)	Mix	1.349260694
S_30	C20:3(n-6)	Mix	0
S_30	C20:4(n-6)	Mix	19.11088498
S_30	C20:3(n-3)	Mix	0
S_30	C21:0	Mix	0
S_30	C20:5(n-3)	Mix	15.40588186
S_30	C22:0	Mix	0
S_30	C22:1	Mix	20.51339709
S_30	C22:2	Mix	0
S_30	C22:5(n-3)	Mix	3.353938674
S_30	C22:6(n-3)	Mix	1.310338232
S_30	C24:0	Mix	0
S_30	C24:1	Mix	0
S_31	C08:0	Cip	0
S_31	C10:0	Cip	0
S_31	C11:0	Cip	0
S_31	C12:0	Cip	1.416179478
S_31	C13:0	Cip	12.8880587
S_31	C14:0	Cip	14.75085421
S_31	C14:1	Cip	0
S_31	C15:0	Cip	3.170337107
S_31	C15:1	Cip	0
S_31	C16:0	Cip	91.22788621
S_31	C16:1	Cip	40.20057772
S_31	C17:1	Cip	0
S_31	C18:0	Cip	59.96336264
S_31	C18:1	Cip	66.53697774
S_31	C18:2(n-6t)	Cip	0
S_31	C18:2(n-6c)	Cip	24.56337423
S_31	C18:3(n-6)	Cip	0.78070686
S_31	C18:3(n-3)	Cip	6.223421021
S_31	C18:4(n-3)	Cip	1.119786186
S_31	C20:0	Cip	1.073414084
S_31	C20:1	Cip	6.92451734
S_31	C20:2(n-6)	Cip	5.652612925
S_31	C20:3(n-6)	Cip	0
S_31	C20:4(n-6)	Cip	0.410323771
S_31	C20:3(n-3)	Cip	0
S_31	C21:0	Cip	0
S_31	C20:5(n-3)	Cip	16.37051785
S_31	C22:0	Cip	0
S_31	C22:1	Cip	20.15267009
S_31	C22:2	Cip	0
S_31	C22:5(n-3)	Cip	3.610204304
S_31	C22:6(n-3)	Cip	1.352653426
S_31	C24:0	Cip	0
S_31	C24:1	Cip	0
S_32	C08:0	Cip	0
S_32	C10:0	Cip	0
S_32	C11:0	Cip	0
S_32	C12:0	Cip	1.558428144
S_32	C13:0	Cip	18.6339053
S_32	C14:0	Cip	13.99894671
S_32	C14:1	Cip	0
S_32	C15:0	Cip	4.227754274
S_32	C15:1	Cip	0
S_32	C16:0	Cip	111.7835631
S_32	C16:1	Cip	18.74342774
S_32	C17:1	Cip	0
S_32	C18:0	Cip	81.07675172
S_32	C18:1	Cip	68.06739086
S_32	C18:2(n-6t)	Cip	0
S_32	C18:2(n-6c)	Cip	21.29373169
S_32	C18:3(n-6)	Cip	0.205743068
S_32	C18:3(n-3)	Cip	4.370828254
S_32	C18:4(n-3)	Cip	0.289210108
S_32	C20:0	Cip	1.292088381
S_32	C20:1	Cip	5.005584527
S_32	C20:2(n-6)	Cip	4.038861778
S_32	C20:3(n-6)	Cip	0
S_32	C20:4(n-6)	Cip	11.36818812
S_32	C20:3(n-3)	Cip	0
S_32	C21:0	Cip	0
S_32	C20:5(n-3)	Cip	10.48261073
S_32	C22:0	Cip	0
S_32	C22:1	Cip	27.4788584
S_32	C22:2	Cip	0
S_32	C22:5(n-3)	Cip	2.044500339
S_32	C22:6(n-3)	Cip	0.549655947
S_32	C24:0	Cip	0
S_32	C24:1	Cip	0
S_33	C08:0	Cip	0
S_33	C10:0	Cip	0
S_33	C11:0	Cip	0
S_33	C12:0	Cip	0
S_33	C13:0	Cip	9.870889498
S_33	C14:0	Cip	12.59433511
S_33	C14:1	Cip	0
S_33	C15:0	Cip	3.034046818
S_33	C15:1	Cip	0
S_33	C16:0	Cip	92.97767819
S_33	C16:1	Cip	35.42575782
S_33	C17:1	Cip	0
S_33	C18:0	Cip	62.59544331
S_33	C18:1	Cip	60.88459415
S_33	C18:2(n-6t)	Cip	0
S_33	C18:2(n-6c)	Cip	24.79755669
S_33	C18:3(n-6)	Cip	0
S_33	C18:3(n-3)	Cip	6.204079366
S_33	C18:4(n-3)	Cip	1.2469413
S_33	C20:0	Cip	1.780650304
S_33	C20:1	Cip	4.786517754
S_33	C20:2(n-6)	Cip	4.126017685
S_33	C20:3(n-6)	Cip	0
S_33	C20:4(n-6)	Cip	13.17204956
S_33	C20:3(n-3)	Cip	0
S_33	C21:0	Cip	0
S_33	C20:5(n-3)	Cip	16.35412392
S_33	C22:0	Cip	0
S_33	C22:1	Cip	19.7015514
S_33	C22:2	Cip	0
S_33	C22:5(n-3)	Cip	0
S_33	C22:6(n-3)	Cip	0
S_33	C24:0	Cip	0
S_33	C24:1	Cip	0
S_34	C08:0	Cip	0
S_34	C10:0	Cip	0
S_34	C11:0	Cip	0
S_34	C12:0	Cip	1.325375206
S_34	C13:0	Cip	14.79426911
S_34	C14:0	Cip	12.3027331
S_34	C14:1	Cip	0
S_34	C15:0	Cip	1.981230679
S_34	C15:1	Cip	0
S_34	C16:0	Cip	103.976085
S_34	C16:1	Cip	46.69617106
S_34	C17:1	Cip	0
S_34	C18:0	Cip	68.74350352
S_34	C18:1	Cip	57.94238884
S_34	C18:2(n-6t)	Cip	0
S_34	C18:2(n-6c)	Cip	25.50875279
S_34	C18:3(n-6)	Cip	0
S_34	C18:3(n-3)	Cip	4.392954282
S_34	C18:4(n-3)	Cip	0
S_34	C20:0	Cip	0.916916549
S_34	C20:1	Cip	8.32400032
S_34	C20:2(n-6)	Cip	4.877012534
S_34	C20:3(n-6)	Cip	0
S_34	C20:4(n-6)	Cip	16.30701174
S_34	C20:3(n-3)	Cip	0
S_34	C21:0	Cip	0
S_34	C20:5(n-3)	Cip	18.71803026
S_34	C22:0	Cip	0
S_34	C22:1	Cip	18.63200687
S_34	C22:2	Cip	0
S_34	C22:5(n-3)	Cip	3.231490689
S_34	C22:6(n-3)	Cip	1.197293335
S_34	C24:0	Cip	0
S_34	C24:1	Cip	0
S_35	C08:0	Cip	0
S_35	C10:0	Cip	0
S_35	C11:0	Cip	0
S_35	C12:0	Cip	1.072124467
S_35	C13:0	Cip	13.91411159
S_35	C14:0	Cip	14.20491597
S_35	C14:1	Cip	0
S_35	C15:0	Cip	2.871090466
S_35	C15:1	Cip	0
S_35	C16:0	Cip	98.35636826
S_35	C16:1	Cip	36.34425706
S_35	C17:1	Cip	0
S_35	C18:0	Cip	67.25187428
S_35	C18:1	Cip	70.74633564
S_35	C18:2(n-6t)	Cip	0
S_35	C18:2(n-6c)	Cip	21.18370264
S_35	C18:3(n-6)	Cip	0
S_35	C18:3(n-3)	Cip	4.465738437
S_35	C18:4(n-3)	Cip	0
S_35	C20:0	Cip	1.624957262
S_35	C20:1	Cip	4.582041807
S_35	C20:2(n-6)	Cip	3.099512446
S_35	C20:3(n-6)	Cip	0
S_35	C20:4(n-6)	Cip	7.693336248
S_35	C20:3(n-3)	Cip	0
S_35	C21:0	Cip	0
S_35	C20:5(n-3)	Cip	8.843824242
S_35	C22:0	Cip	0
S_35	C22:1	Cip	21.72054811
S_35	C22:2	Cip	0
S_35	C22:5(n-3)	Cip	0.879302546
S_35	C22:6(n-3)	Cip	0.40802357
S_35	C24:0	Cip	0
S_35	C24:1	Cip	0
S_36	C08:0	Cip	0
S_36	C10:0	Cip	0
S_36	C11:0	Cip	0
S_36	C12:0	Cip	3.064943769
S_36	C13:0	Cip	13.88661424
S_36	C14:0	Cip	17.16684574
S_36	C14:1	Cip	0
S_36	C15:0	Cip	3.707510811
S_36	C15:1	Cip	0
S_36	C16:0	Cip	91.63984791
S_36	C16:1	Cip	43.15053692
S_36	C17:1	Cip	0
S_36	C18:0	Cip	58.38029729
S_36	C18:1	Cip	64.23775729
S_36	C18:2(n-6t)	Cip	0
S_36	C18:2(n-6c)	Cip	30.22892046
S_36	C18:3(n-6)	Cip	0
S_36	C18:3(n-3)	Cip	8.37221347
S_36	C18:4(n-3)	Cip	1.135195335
S_36	C20:0	Cip	1.990604714
S_36	C20:1	Cip	7.207781708
S_36	C20:2(n-6)	Cip	5.976718583
S_36	C20:3(n-6)	Cip	0
S_36	C20:4(n-6)	Cip	14.95314999
S_36	C20:3(n-3)	Cip	0
S_36	C21:0	Cip	0
S_36	C20:5(n-3)	Cip	18.81041419
S_36	C22:0	Cip	0
S_36	C22:1	Cip	16.32824981
S_36	C22:2	Cip	0
S_36	C22:5(n-3)	Cip	3.300454352
S_36	C22:6(n-3)	Cip	0
S_36	C24:0	Cip	0
S_36	C24:1	Cip	0
S_37	C08:0	Cip	0
S_37	C10:0	Cip	0
S_37	C11:0	Cip	0
S_37	C12:0	Cip	2.899948877
S_37	C13:0	Cip	21.96253627
S_37	C14:0	Cip	16.19104898
S_37	C14:1	Cip	0
S_37	C15:0	Cip	3.113176399
S_37	C15:1	Cip	0
S_37	C16:0	Cip	113.1977541
S_37	C16:1	Cip	36.52214786
S_37	C17:1	Cip	0
S_37	C18:0	Cip	82.40304057
S_37	C18:1	Cip	77.80846565
S_37	C18:2(n-6t)	Cip	0
S_37	C18:2(n-6c)	Cip	22.04868773
S_37	C18:3(n-6)	Cip	0
S_37	C18:3(n-3)	Cip	4.578045244
S_37	C18:4(n-3)	Cip	0
S_37	C20:0	Cip	1.247799803
S_37	C20:1	Cip	7.5324707
S_37	C20:2(n-6)	Cip	3.160384065
S_37	C20:3(n-6)	Cip	0
S_37	C20:4(n-6)	Cip	8.998912755
S_37	C20:3(n-3)	Cip	0
S_37	C21:0	Cip	0
S_37	C20:5(n-3)	Cip	9.517699756
S_37	C22:0	Cip	0
S_37	C22:1	Cip	26.96702817
S_37	C22:2	Cip	0
S_37	C22:5(n-3)	Cip	2.282786456
S_37	C22:6(n-3)	Cip	2.083824358
S_37	C24:0	Cip	0
S_37	C24:1	Cip	0
S_38	C08:0	Cip	0
S_38	C10:0	Cip	0
S_38	C11:0	Cip	0
S_38	C12:0	Cip	2.289212208
S_38	C13:0	Cip	18.33245738
S_38	C14:0	Cip	19.27550811
S_38	C14:1	Cip	0
S_38	C15:0	Cip	3.949378976
S_38	C15:1	Cip	0
S_38	C16:0	Cip	119.3748823
S_38	C16:1	Cip	58.73680628
S_38	C17:1	Cip	0
S_38	C18:0	Cip	78.63209744
S_38	C18:1	Cip	70.64192978
S_38	C18:2(n-6t)	Cip	0
S_38	C18:2(n-6c)	Cip	25.95685561
S_38	C18:3(n-6)	Cip	1.321117289
S_38	C18:3(n-3)	Cip	5.656557773
S_38	C18:4(n-3)	Cip	2.32669639
S_38	C20:0	Cip	2.067302778
S_38	C20:1	Cip	7.445870535
S_38	C20:2(n-6)	Cip	4.375648343
S_38	C20:3(n-6)	Cip	0
S_38	C20:4(n-6)	Cip	12.42632822
S_38	C20:3(n-3)	Cip	0
S_38	C21:0	Cip	0
S_38	C20:5(n-3)	Cip	17.53255077
S_38	C22:0	Cip	0
S_38	C22:1	Cip	25.25389751
S_38	C22:2	Cip	0
S_38	C22:5(n-3)	Cip	3.16496605
S_38	C22:6(n-3)	Cip	0.891427868
S_38	C24:0	Cip	0
S_38	C24:1	Cip	0
S_39	C08:0	Cip	0
S_39	C10:0	Cip	0
S_39	C11:0	Cip	0
S_39	C12:0	Cip	3.533070215
S_39	C13:0	Cip	17.73181073
S_39	C14:0	Cip	18.30162031
S_39	C14:1	Cip	0
S_39	C15:0	Cip	2.845480245
S_39	C15:1	Cip	0
S_39	C16:0	Cip	113.0601234
S_39	C16:1	Cip	66.76625567
S_39	C17:1	Cip	0
S_39	C18:0	Cip	69.58953687
S_39	C18:1	Cip	71.24420019
S_39	C18:2(n-6t)	Cip	0
S_39	C18:2(n-6c)	Cip	31.08871172
S_39	C18:3(n-6)	Cip	2.750648758
S_39	C18:3(n-3)	Cip	8.642842816
S_39	C18:4(n-3)	Cip	1.34794351
S_39	C20:0	Cip	0
S_39	C20:1	Cip	4.053750296
S_39	C20:2(n-6)	Cip	4.411229484
S_39	C20:3(n-6)	Cip	1.033107702
S_39	C20:4(n-6)	Cip	18.11208262
S_39	C20:3(n-3)	Cip	0
S_39	C21:0	Cip	0
S_39	C20:5(n-3)	Cip	28.81233023
S_39	C22:0	Cip	0
S_39	C22:1	Cip	18.79801907
S_39	C22:2	Cip	0
S_39	C22:5(n-3)	Cip	3.804369746
S_39	C22:6(n-3)	Cip	1.468654243
S_39	C24:0	Cip	0
S_39	C24:1	Cip	0
S_40	C08:0	Cip	0
S_40	C10:0	Cip	0
S_40	C11:0	Cip	0
S_40	C12:0	Cip	4.327205357
S_40	C13:0	Cip	20.5715203
S_40	C14:0	Cip	19.13469582
S_40	C14:1	Cip	0
S_40	C15:0	Cip	3.976505852
S_40	C15:1	Cip	0
S_40	C16:0	Cip	117.7186787
S_40	C16:1	Cip	58.77920737
S_40	C17:1	Cip	0
S_40	C18:0	Cip	77.1272178
S_40	C18:1	Cip	94.19544123
S_40	C18:2(n-6t)	Cip	0
S_40	C18:2(n-6c)	Cip	39.65012854
S_40	C18:3(n-6)	Cip	0
S_40	C18:3(n-3)	Cip	11.56686134
S_40	C18:4(n-3)	Cip	2.486317717
S_40	C20:0	Cip	1.418567079
S_40	C20:1	Cip	10.3524856
S_40	C20:2(n-6)	Cip	8.236824545
S_40	C20:3(n-6)	Cip	1.064569574
S_40	C20:4(n-6)	Cip	17.24057206
S_40	C20:3(n-3)	Cip	0
S_40	C21:0	Cip	0
S_40	C20:5(n-3)	Cip	22.53067177
S_40	C22:0	Cip	0
S_40	C22:1	Cip	23.6143301
S_40	C22:2	Cip	0
S_40	C22:5(n-3)	Cip	3.712657522
S_40	C22:6(n-3)	Cip	1.175346233
S_40	C24:0	Cip	0
S_40	C24:1	Cip	0
