replicate	fa	treatment	fa_conc
S_25	C18:2(n-6c)	Mix	366.51575
S_25	C18:3(n-6)	Mix	0
S_25	C18:3(n-3)	Mix	265.14884
S_25	C18:4(n-3)	Mix	18.92847
S_25	C20:0	Mix	0.04376
S_25	C20:1	Mix	19.54267
S_25	C20:2(n-6)	Mix	39.543
S_25	C20:3(n-6)	Mix	0
S_25	C20:4(n-6)	Mix	303.56478
S_25	C21:0	Mix	0
S_25	C20:5(n-3)	Mix	265.70615
S_25	C22:0	Mix	0
S_25	C22:1	Mix	29.39078
S_25	C22:2	Mix	7.96488
S_25	C22:5(n-3)	Mix	7.83715
S_25	C22:6(n-3)	Mix	3.7512
S_25	C24:0	Mix	10.39335
S_25	C24:1	Mix	0
S_26	C08:0	Mix	0
S_26	C10:0	Mix	0
S_26	C11:0	Mix	0
S_26	C12:0	Mix	0
S_26	C13:0	Mix	0
S_26	C14:0	Mix	16.28139
S_26	C14:1	Mix	0
S_26	C15:0	Mix	0
S_26	C15:1	Mix	0
S_26	C16:0	Mix	2440.90665
S_26	C16:1	Mix	425.87851
S_26	C17:0	Mix	25.34219
S_26	C17:1	Mix	0
S_26	C18:0	Mix	341.87234
S_26	C18:1	Mix	540.83284
S_26	C18:2(n-6t)	Mix	#NV
S_26	C18:2(n-6c)	Mix	304.37747
S_26	C18:3(n-6)	Mix	0.91579
S_26	C18:3(n-3)	Mix	214.12502
S_26	C18:4(n-3)	Mix	8.08743
S_26	C20:0	Mix	0
S_26	C20:1	Mix	13.42924
S_26	C20:2(n-6)	Mix	40.74135
S_26	C20:3(n-6)	Mix	0
S_26	C20:4(n-6)	Mix	394.4312
S_26	C21:0	Mix	0
S_26	C20:5(n-3)	Mix	327.48167
S_26	C22:0	Mix	0
S_26	C22:1	Mix	17.11266
S_26	C22:2	Mix	0
S_26	C22:5(n-3)	Mix	9.79059
S_26	C22:6(n-3)	Mix	6.67761
S_26	C24:0	Mix	0
S_26	C24:1	Mix	0
S_27	C08:0	Mix	0.21119
S_27	C10:0	Mix	#NV
S_27	C11:0	Mix	0
S_27	C12:0	Mix	0
S_27	C13:0	Mix	0
S_27	C14:0	Mix	0
S_27	C14:1	Mix	0
S_27	C15:0	Mix	5.18327
S_27	C15:1	Mix	0
S_27	C16:0	Mix	1777.77282
S_27	C16:1	Mix	22.90051
S_27	C17:0	Mix	24.73127
S_27	C17:1	Mix	0
S_27	C18:0	Mix	374.44692
S_27	C18:1	Mix	228.71803
S_27	C18:2(n-6t)	Mix	0
S_27	C18:2(n-6c)	Mix	211.75952
S_27	C18:3(n-6)	Mix	0
S_27	C18:3(n-3)	Mix	151.46991
S_27	C18:4(n-3)	Mix	0.2614
S_27	C20:0	Mix	0
S_27	C20:1	Mix	14.88057
S_27	C20:2(n-6)	Mix	36.10568
S_27	C20:3(n-6)	Mix	0
S_27	C20:4(n-6)	Mix	467.63143
S_27	C21:0	Mix	0
S_27	C20:5(n-3)	Mix	328.99749
S_27	C22:0	Mix	0
S_27	C22:1	Mix	33.77094
S_27	C22:2	Mix	0.10444
S_27	C22:5(n-3)	Mix	10.80655
S_27	C22:6(n-3)	Mix	12.03071
S_27	C24:0	Mix	0
S_27	C24:1	Mix	0
S_28	C08:0	Mix	0
S_28	C10:0	Mix	0
S_28	C11:0	Mix	0
S_28	C12:0	Mix	0
S_28	C13:0	Mix	0
S_28	C14:0	Mix	8.27202
S_28	C14:1	Mix	0
S_28	C15:0	Mix	5.28648
S_28	C15:1	Mix	0
S_28	C16:0	Mix	1566.83673
S_28	C16:1	Mix	328.3618
S_28	C17:0	Mix	19.41892
S_28	C17:1	Mix	0
S_28	C18:0	Mix	251.93646
S_28	C18:1	Mix	374.79126
S_28	C18:2(n-6t)	Mix	0.79557
S_28	C18:2(n-6c)	Mix	213.45041
S_28	C18:3(n-6)	Mix	0
S_28	C18:3(n-3)	Mix	143.29688
S_28	C18:4(n-3)	Mix	8.84822
S_28	C20:0	Mix	0.05383
S_28	C20:1	Mix	0
S_28	C20:2(n-6)	Mix	23.18071
S_28	C20:3(n-6)	Mix	#NV
S_28	C20:4(n-6)	Mix	312.63799
S_28	C21:0	Mix	0
S_28	C20:5(n-3)	Mix	245.26317
S_28	C22:0	Mix	0
S_28	C22:1	Mix	25.72036
S_28	C22:2	Mix	0
S_28	C22:5(n-3)	Mix	7.11631
S_28	C22:6(n-3)	Mix	3.13861
S_28	C24:0	Mix	6.33737
S_28	C24:1	Mix	0
S_30	C08:0	Mix	0.44986
S_30	C10:0	Mix	0
S_30	C11:0	Mix	0
S_30	C12:0	Mix	0
S_30	C13:0	Mix	0
S_30	C14:0	Mix	0
S_30	C14:1	Mix	0
S_30	C15:0	Mix	4.33769
S_30	C15:1	Mix	0
S_30	C16:0	Mix	1482.8324
S_30	C16:1	Mix	73.41175
S_30	C17:0	Mix	23.81932
S_30	C17:1	Mix	0
S_30	C18:0	Mix	289.10913
S_30	C18:1	Mix	220.02296
S_30	C18:2(n-6t)	Mix	0
S_30	C18:2(n-6c)	Mix	190.43203
S_30	C18:3(n-6)	Mix	1.86164
S_30	C18:3(n-3)	Mix	158.60235
S_30	C18:4(n-3)	Mix	0.23772
S_30	C20:0	Mix	0.40575
S_30	C20:1	Mix	2.59961
S_30	C20:2(n-6)	Mix	27.93042
S_30	C20:3(n-6)	Mix	0
S_30	C20:4(n-6)	Mix	472.28448
S_30	C21:0	Mix	0
S_30	C20:5(n-3)	Mix	300.20732
S_30	C22:0	Mix	0
S_30	C22:1	Mix	8.73801
S_30	C22:2	Mix	0.0229
S_30	C22:5(n-3)	Mix	10.07277
S_30	C22:6(n-3)	Mix	9.26957
S_30	C24:0	Mix	0
S_30	C24:1	Mix	0
S_31	C08:0	Cip	0
S_31	C10:0	Cip	0
S_31	C11:0	Cip	#NV
S_31	C12:0	Cip	6.36964
S_31	C13:0	Cip	123.53821
S_31	C14:0	Cip	128.84083
S_31	C14:1	Cip	0
S_31	C15:0	Cip	23.39156
S_31	C15:1	Cip	0
S_31	C16:0	Cip	2452.40694
S_31	C16:1	Cip	434.9674
S_31	C17:0	Cip	31.5439
S_31	C17:1	Cip	0
S_31	C18:0	Cip	342.36015
S_31	C18:1	Cip	636.88341
S_31	C18:2(n-6t)	Cip	1.88
S_31	C18:2(n-6c)	Cip	309.67797
S_31	C18:3(n-6)	Cip	0.79143
S_31	C18:3(n-3)	Cip	276.13156
S_31	C18:4(n-3)	Cip	12.55723
S_31	C20:0	Cip	0
S_31	C20:1	Cip	16.21287
S_31	C20:2(n-6)	Cip	47.03129
S_31	C20:3(n-6)	Cip	0.29451
S_31	C20:4(n-6)	Cip	332.60587
S_31	C21:0	Cip	0
S_31	C20:5(n-3)	Cip	285.44609
S_31	C22:0	Cip	0
S_31	C22:1	Cip	31.18611
S_31	C22:2	Cip	0.01267
S_31	C22:5(n-3)	Cip	11.30818
S_31	C22:6(n-3)	Cip	10.47802
S_31	C24:0	Cip	20.54408
S_31	C24:1	Cip	0
S_32	C08:0	Cip	0
S_32	C10:0	Cip	0
S_32	C11:0	Cip	#NV
S_32	C12:0	Cip	4.43605
S_32	C13:0	Cip	176.13049
S_32	C14:0	Cip	108.74601
S_32	C14:1	Cip	0
S_32	C15:0	Cip	28.89199
S_32	C15:1	Cip	0
S_32	C16:0	Cip	2666.09964
S_32	C16:1	Cip	187.40729
S_32	C17:0	Cip	33.68323
S_32	C17:1	Cip	0
S_32	C18:0	Cip	387.65994
S_32	C18:1	Cip	657.74934
S_32	C18:2(n-6t)	Cip	0.0408
S_32	C18:2(n-6c)	Cip	262.18855
S_32	C18:3(n-6)	Cip	0.61305
S_32	C18:3(n-3)	Cip	195.34797
S_32	C18:4(n-3)	Cip	0.64949
S_32	C20:0	Cip	0.53254
S_32	C20:1	Cip	18.12905
S_32	C20:2(n-6)	Cip	36.0531
S_32	C20:3(n-6)	Cip	0
S_32	C20:4(n-6)	Cip	279.8594
S_32	C21:0	Cip	0
S_32	C20:5(n-3)	Cip	250.27733
S_32	C22:0	Cip	0
S_32	C22:1	Cip	16.19013
S_32	C22:2	Cip	0.01532
S_32	C22:5(n-3)	Cip	5.75566
S_32	C22:6(n-3)	Cip	2.63879
S_32	C24:0	Cip	22.30709
S_32	C24:1	Cip	0
S_33	C08:0	Cip	0.36189
S_33	C10:0	Cip	0
S_33	C11:0	Cip	#NV
S_33	C12:0	Cip	0
S_33	C13:0	Cip	94.03144
S_33	C14:0	Cip	107.88551
S_33	C14:1	Cip	0
S_33	C15:0	Cip	20.60067
S_33	C15:1	Cip	0
S_33	C16:0	Cip	2580.17314
S_33	C16:1	Cip	381.7309
S_33	C17:0	Cip	30.85973
S_33	C17:1	Cip	0
S_33	C18:0	Cip	388.4922
S_33	C18:1	Cip	615.41833
S_33	C18:2(n-6t)	Cip	0.02689
S_33	C18:2(n-6c)	Cip	316.10112
S_33	C18:3(n-6)	Cip	#NV
S_33	C18:3(n-3)	Cip	283.30437
S_33	C18:4(n-3)	Cip	15.44043
S_33	C20:0	Cip	7.76001
S_33	C20:1	Cip	13.96669
S_33	C20:2(n-6)	Cip	42.84685
S_33	C20:3(n-6)	Cip	#NV
S_33	C20:4(n-6)	Cip	324.76159
S_33	C21:0	Cip	0
S_33	C20:5(n-3)	Cip	288.20352
S_33	C22:0	Cip	0
S_33	C22:1	Cip	32.73237
S_33	C22:2	Cip	0.05068
S_33	C22:5(n-3)	Cip	8.19659
S_33	C22:6(n-3)	Cip	8.01178
S_33	C24:0	Cip	21.41628
S_33	C24:1	Cip	0
S_34	C08:0	Cip	0.6837
S_34	C10:0	Cip	0
S_34	C11:0	Cip	#NV
S_34	C12:0	Cip	4.75601
S_34	C13:0	Cip	144.53922
S_34	C14:0	Cip	106.19764
S_34	C14:1	Cip	0
S_34	C15:0	Cip	12.47759
S_34	C15:1	Cip	0
S_34	C16:0	Cip	2822.7743
S_34	C16:1	Cip	511.86069
S_34	C17:0	Cip	28.74606
S_34	C17:1	Cip	0
S_34	C18:0	Cip	382.30025
S_34	C18:1	Cip	590.01675
S_34	C18:2(n-6t)	Cip	0
S_34	C18:2(n-6c)	Cip	326.5106
S_34	C18:3(n-6)	Cip	0.45962
S_34	C18:3(n-3)	Cip	205.69003
S_34	C18:4(n-3)	Cip	0.15995
S_34	C20:0	Cip	0.06806
S_34	C20:1	Cip	0
S_34	C20:2(n-6)	Cip	64.76566
S_34	C20:3(n-6)	Cip	0
S_34	C20:4(n-6)	Cip	405.47159
S_34	C21:0	Cip	0
S_34	C20:5(n-3)	Cip	337.41663
S_34	C22:0	Cip	0
S_34	C22:1	Cip	0
S_34	C22:2	Cip	0
S_34	C22:5(n-3)	Cip	10.4096
S_34	C22:6(n-3)	Cip	11.30156
S_34	C24:0	Cip	0
S_34	C24:1	Cip	0
S_35	C08:0	Cip	0
S_35	C10:0	Cip	0
S_35	C11:0	Cip	#NV
S_35	C12:0	Cip	2.11691
S_35	C13:0	Cip	132.37738
S_35	C14:0	Cip	124.07305
S_35	C14:1	Cip	2.30649
S_35	C15:0	Cip	19.60368
S_35	C15:1	Cip	0
S_35	C16:0	Cip	2555.8375
S_35	C16:1	Cip	384.16457
S_35	C17:0	Cip	28.63131
S_35	C17:1	Cip	#NV
S_35	C18:0	Cip	365.20553
S_35	C18:1	Cip	698.18249
S_35	C18:2(n-6t)	Cip	0.41612
S_35	C18:2(n-6c)	Cip	263.48257
S_35	C18:3(n-6)	Cip	0.18801
S_35	C18:3(n-3)	Cip	197.92459
S_35	C18:4(n-3)	Cip	0.83832
S_35	C20:0	Cip	0.05041
S_35	C20:1	Cip	19.10021
S_35	C20:2(n-6)	Cip	24.4726
S_35	C20:3(n-6)	Cip	0
S_35	C20:4(n-6)	Cip	188.71167
S_35	C21:0	Cip	0
S_35	C20:5(n-3)	Cip	202.10473
S_35	C22:0	Cip	0
S_35	C22:1	Cip	27.97107
S_35	C22:2	Cip	0
S_35	C22:5(n-3)	Cip	4.94556
S_35	C22:6(n-3)	Cip	3.20484
S_35	C24:0	Cip	0
S_35	C24:1	Cip	0
S_36	C08:0	Cip	0.02658
S_36	C10:0	Cip	0
S_36	C11:0	Cip	#NV
S_36	C12:0	Cip	23.74248
S_36	C13:0	Cip	137.70898
S_36	C14:0	Cip	155.95903
S_36	C14:1	Cip	0
S_36	C15:0	Cip	27.28119
S_36	C15:1	Cip	0
S_36	C16:0	Cip	2707.39577
S_36	C16:1	Cip	486.64016
S_36	C17:0	Cip	34.58799
S_36	C17:1	Cip	0
S_36	C18:0	Cip	393.23116
S_36	C18:1	Cip	643.50484
S_36	C18:2(n-6t)	Cip	2.21165
S_36	C18:2(n-6c)	Cip	392.30144
S_36	C18:3(n-6)	Cip	0
S_36	C18:3(n-3)	Cip	381.91473
S_36	C18:4(n-3)	Cip	22.82556
S_36	C20:0	Cip	0.13543
S_36	C20:1	Cip	22.25214
S_36	C20:2(n-6)	Cip	54.15442
S_36	C20:3(n-6)	Cip	0.62083
S_36	C20:4(n-6)	Cip	367.76157
S_36	C21:0	Cip	0
S_36	C20:5(n-3)	Cip	298.65773
S_36	C22:0	Cip	0
S_36	C22:1	Cip	20.08963
S_36	C22:2	Cip	0.04143
S_36	C22:5(n-3)	Cip	10.84041
S_36	C22:6(n-3)	Cip	11.52936
S_36	C24:0	Cip	0
S_36	C24:1	Cip	0
S_37	C08:0	Cip	0.04046
S_37	C10:0	Cip	0
S_37	C11:0	Cip	#NV
S_37	C12:0	Cip	17.42351
S_37	C13:0	Cip	215.63973
S_37	C14:0	Cip	138.03265
S_37	C14:1	Cip	0
S_37	C15:0	Cip	22.55452
S_37	C15:1	Cip	0
S_37	C16:0	Cip	2741.03888
S_37	C16:1	Cip	385.99707
S_37	C17:0	Cip	27.84544
S_37	C17:1	Cip	0
S_37	C18:0	Cip	422.16952
S_37	C18:1	Cip	767.6215
S_37	C18:2(n-6t)	Cip	0.02128
S_37	C18:2(n-6c)	Cip	269.39086
S_37	C18:3(n-6)	Cip	0.3173
S_37	C18:3(n-3)	Cip	210.17789
S_37	C18:4(n-3)	Cip	1.29749
S_37	C20:0	Cip	0.03695
S_37	C20:1	Cip	20.73731
S_37	C20:2(n-6)	Cip	31.57279
S_37	C20:3(n-6)	Cip	33.00395
S_37	C20:4(n-6)	Cip	221.44977
S_37	C21:0	Cip	0
S_37	C20:5(n-3)	Cip	236.60986
S_37	C22:0	Cip	0
S_37	C22:1	Cip	42.28119
S_37	C22:2	Cip	0.11005
S_37	C22:5(n-3)	Cip	6.31612
S_37	C22:6(n-3)	Cip	1.2078
S_37	C24:0	Cip	0
S_37	C24:1	Cip	0
S_38	C08:0	Cip	0.37196
S_38	C10:0	Cip	0
S_38	C11:0	Cip	#NV
S_38	C12:0	Cip	12.58893
S_38	C13:0	Cip	176.38069
S_38	C14:0	Cip	167.40129
S_38	C14:1	Cip	0
S_38	C15:0	Cip	28.69981
S_38	C15:1	Cip	0
S_38	C16:0	Cip	3192.70038
S_38	C16:1	Cip	639.33837
S_38	C17:0	Cip	32.7506
S_38	C17:1	Cip	1.17732
S_38	C18:0	Cip	432.16599
S_38	C18:1	Cip	693.68824
S_38	C18:2(n-6t)	Cip	0
S_38	C18:2(n-6c)	Cip	323.13486
S_38	C18:3(n-6)	Cip	0
S_38	C18:3(n-3)	Cip	252.53137
S_38	C18:4(n-3)	Cip	21.77768
S_38	C20:0	Cip	1.82825
S_38	C20:1	Cip	0.29657
S_38	C20:2(n-6)	Cip	35.43831
S_38	C20:3(n-6)	Cip	0
S_38	C20:4(n-6)	Cip	304.75579
S_38	C21:0	Cip	0
S_38	C20:5(n-3)	Cip	338.83421
S_38	C22:0	Cip	0
S_38	C22:1	Cip	35.84473
S_38	C22:2	Cip	0.05726
S_38	C22:5(n-3)	Cip	9.48256
S_38	C22:6(n-3)	Cip	5.41898
S_38	C24:0	Cip	31.44599
S_38	C24:1	Cip	0
S_39	C08:0	Cip	0.04798
S_39	C10:0	Cip	2.75367
S_39	C11:0	Cip	#NV
S_39	C12:0	Cip	26.67451
S_39	C13:0	Cip	170.4475
S_39	C14:0	Cip	159.64866
S_39	C14:1	Cip	0
S_39	C15:0	Cip	19.7806
S_39	C15:1	Cip	0
S_39	C16:0	Cip	3299.25869
S_39	C16:1	Cip	735.12816
S_39	C17:0	Cip	28.36049
S_39	C17:1	Cip	0
S_39	C18:0	Cip	424.40286
S_39	C18:1	Cip	728.80327
S_39	C18:2(n-6t)	Cip	3.45016
S_39	C18:2(n-6c)	Cip	395.66283
S_39	C18:3(n-6)	Cip	40.24002
S_39	C18:3(n-3)	Cip	393.20907
S_39	C18:4(n-3)	Cip	32.00741
S_39	C20:0	Cip	0.01223
S_39	C20:1	Cip	13.40251
S_39	C20:2(n-6)	Cip	50.90317
S_39	C20:3(n-6)	Cip	1.28104
S_39	C20:4(n-6)	Cip	442.87555
S_39	C21:0	Cip	0
S_39	C20:5(n-3)	Cip	421.82564
S_39	C22:0	Cip	0
S_39	C22:1	Cip	9.67989
S_39	C22:2	Cip	9.72179
S_39	C22:5(n-3)	Cip	13.49314
S_39	C22:6(n-3)	Cip	11.81086
S_39	C24:0	Cip	19.10948
S_39	C24:1	Cip	0
S_40	C08:0	Cip	0.32539
S_40	C10:0	Cip	2.19784
S_40	C11:0	Cip	#NV
S_40	C12:0	Cip	33.67891
S_40	C13:0	Cip	203.79258
S_40	C14:0	Cip	171.01216
S_40	C14:1	Cip	0
S_40	C15:0	Cip	29.43835
S_40	C15:1	Cip	0
S_40	C16:0	Cip	3321.53952
S_40	C16:1	Cip	653.23786
S_40	C17:0	Cip	34.79611
S_40	C17:1	Cip	#NV
S_40	C18:0	Cip	470.1879
S_40	C18:1	Cip	941.2237
S_40	C18:2(n-6t)	Cip	0
S_40	C18:2(n-6c)	Cip	509.99607
S_40	C18:3(n-6)	Cip	0
S_40	C18:3(n-3)	Cip	530.47399
S_40	C18:4(n-3)	Cip	24.85684
S_40	C20:0	Cip	0.26084
S_40	C20:1	Cip	30.4325
S_40	C20:2(n-6)	Cip	72.94046
S_40	C20:3(n-6)	Cip	0
S_40	C20:4(n-6)	Cip	436.5809
S_40	C21:0	Cip	0
S_40	C20:5(n-3)	Cip	382.41978
S_40	C22:0	Cip	0
S_40	C22:1	Cip	36.46652
S_40	C22:2	Cip	0.04314
S_40	C22:5(n-3)	Cip	13.53428
S_40	C22:6(n-3)	Cip	9.62597
S_40	C24:0	Cip	26.53749
S_40	C24:1	Cip	0
