date	day	time_of_day	temperature_colonisation	light_intensity_colonisation
20230304	36	15	19.758	15844.5
20230304	36	16	19.948	11022.3
20230304	36	17	20.138	15155.7
20230304	36	18	20.329	15844.5
20230304	36	19	20.519	14289.0
20230304	36	20	20.615	17911.2
20230304	36	21	20.805	14289.0
20230304	36	22	20.138	0
20230304	36	23	19.472	0
20230305	37	0	18.711	0
20230305	37	1	18.140	0
20230305	37	2	17.475	0
20230305	37	3	16.903	0
20230305	37	4	16.523	0
20230305	37	5	16.141	0
20230305	37	6	16.523	12400.1
20230305	37	7	16.999	11022.3
20230305	37	8	17.379	11022.3
20230305	37	9	17.760	16533.4
20230305	37	10	18.140	16533.4
20230305	37	11	18.426	14466.8
20230305	37	12	18.806	11022.3
20230305	37	13	19.092	14289.0
20230305	37	14	19.377	15155.7
20230305	37	15	19.662	17911.2
20230305	37	16	19.948	14466.8
20230305	37	17	20.138	18600.1
20230305	37	18	20.329	14289.0
20230305	37	19	20.424	16533.4
20230305	37	20	20.615	14289.0
20230305	37	21	20.710	18600.1
20230305	37	22	20.138	0
20230305	37	23	19.377	0
20230306	38	0	18.711	0
20230306	38	1	18.045	0
20230306	38	2	17.475	0
20230306	38	3	16.903	0
20230306	38	4	16.523	0
20230306	38	5	16.141	0
20230306	38	6	16.523	13777.9
20230306	38	7	16.999	13777.9
20230306	38	8	17.284	12911.2
20230306	38	9	17.570	16533.4
20230306	38	10	17.855	16533.4
20230306	38	11	18.236	16533.4
20230306	38	12	18.426	12400.1
20230306	38	13	18.806	11022.3
20230306	38	14	19.092	12977.9
20230306	38	15	19.377	17222.3
20230306	38	16	19.662	13089.0
20230306	38	17	19.853	13089.0
20230306	38	18	20.043	12400.1
20230306	38	19	20.138	12911.2
20230306	38	20	20.329	14666.8
20230306	38	21	20.424	17222.3
20230306	38	22	19.853	0
20230306	38	23	19.092	0
20230307	39	0	18.331	0
20230307	39	1	17.665	0
20230307	39	2	17.094	0
20230307	39	3	16.618	0
20230307	39	4	16.141	0
20230307	39	5	15.760	0
20230307	39	6	16.237	16533.4
20230307	39	7	16.713	16533.4
20230307	39	8	17.094	14466.8
20230307	39	9	17.379	11600.1
20230307	39	10	17.665	10355.7
20230307	39	11	17.950	10355.7
20230307	39	12	18.331	12400.1
20230307	39	13	18.616	12400.1
20230307	39	14	18.901	15155.7
20230307	39	15	19.187	11977.9
20230307	39	16	19.472	17222.3
20230307	39	17	19.662	12600.1
20230307	39	18	19.853	12400.1
20230307	39	19	20.043	16533.4
20230307	39	20	20.138	14466.8
20230307	39	21	20.329	14600.1
20230307	39	22	19.662	0
20230307	39	23	18.901	0
20230308	40	0	18.236	0
20230308	40	1	17.570	0
20230308	40	2	16.999	0
20230308	40	3	16.523	0
20230308	40	4	16.141	0
20230308	40	5	15.760	0
20230308	40	6	16.332	12400.1
20230308	40	7	16.808	12400.1
20230308	40	8	17.284	18600.1
20230308	40	9	17.570	12400.1
20230308	40	10	17.950	12400.1
20230308	40	11	18.236	16533.4
20230308	40	12	18.521	18600.1
20230308	40	13	18.806	13089.0
20230308	40	14	19.092	13089.0
20230308	40	15	19.377	14466.8
20230308	40	16	19.662	11544.2
20230308	40	17	19.853	15844.5
20230308	40	18	20.043	11544.2
20230308	40	19	20.234	12600.1
20230308	40	20	20.329	13777.9
20230308	40	21	20.424	17911.2
20230308	40	22	19.853	0
20230308	40	23	19.092	0
20230309	41	0	18.426	0
20230309	41	1	17.760	0
20230309	41	2	17.189	0
20230309	41	3	16.618	0
20230309	41	4	16.237	0
20230309	41	5	15.855	0
20230309	41	6	15.473	14466.8
20230309	41	7	15.760	10677.8
20230309	41	8	16.427	10677.8
20230309	41	9	16.903	11022.3
20230309	41	10	17.475	13222.3
20230309	41	11	17.855	14289.0
20230309	41	12	18.331	12600.1
20230309	41	13	18.806	12600.1
20230309	41	14	19.092	16533.4
20230309	41	15	19.567	16533.4
20230309	41	16	19.853	12289.0
20230309	41	17	20.043	17911.2
20230309	41	18	20.329	15155.7
20230309	41	19	20.615	12400.1
20230309	41	20	20.805	12400.1
20230309	41	21	20.996	12400.1
20230309	41	22	21.282	0
20230309	41	23	20.710	0
20230310	42	0	19.948	0
20230310	42	1	19.282	0
20230310	42	2	18.616	0
20230310	42	3	18.045	0
20230310	42	4	17.475	0
20230310	42	5	16.903	0
20230310	42	6	16.332	16533.4
20230310	42	7	16.523	13089.0
20230310	42	8	17.094	10677.8
20230310	42	9	17.475	16533.4
20230310	42	10	17.855	13089.0
20230310	42	11	18.236	14289.0
20230310	42	12	18.616	17911.2
20230310	42	13	18.996	12400.1
20230310	42	14	19.377	16533.4
20230310	42	15	17.760	12400.1
20230310	42	16	18.045	16533.4
20230310	42	17	18.331	13777.9
20230310	42	18	18.521	13089.0
20230310	42	19	18.806	11977.9
20230310	42	20	18.996	12600.1
20230310	42	21	19.092	17222.3
20230310	42	22	19.472	0
20230310	42	23	19.472	0
20230311	43	0	18.996	0
20230311	43	1	18.426	0
20230311	43	2	17.760	0
20230311	43	3	17.189	0
20230311	43	4	16.713	0
20230311	43	5	16.237	0
20230311	43	6	15.473	17911.2
20230311	43	7	14.900	13777.9
20230311	43	8	14.996	15844.5
20230311	43	9	15.282	13777.9
20230311	43	10	15.664	16533.4
20230311	43	11	16.046	16533.4
20230311	43	12	16.332	17911.2
20230311	43	13	16.808	11022.3
20230311	43	14	17.189	11022.3
20230311	43	15	17.950	14466.8
20230311	43	16	18.616	12400.1
20230311	43	17	18.806	12400.1
20230311	43	18	21.282	13777.9
20230311	43	19	20.805	17911.2
20230311	43	20	20.805	18600.1
20230311	43	21	20.805	12977.9
20230311	43	22	20.901	0
20230311	43	23	20.615	0
20230312	44	0	19.948	0
20230312	44	1	19.282	0
20230312	44	2	18.616	0
20230312	44	3	17.855	0
20230312	44	4	17.379	0
20230312	44	5	16.903	0
20230312	44	6	16.237	12400.1
20230312	44	7	15.664	12600.1
20230312	44	8	15.760	15844.5
20230312	44	9	15.951	16533.4
20230312	44	10	16.237	17911.2
20230312	44	11	16.523	16533.4
20230312	44	12	16.903	16533.4
20230312	44	13	17.189	11022.3
20230312	44	14	17.475	12400.1
20230312	44	15	17.760	13289.0
20230312	44	16	18.045	14466.8
20230312	44	17	18.331	14466.8
20230312	44	18	18.521	15022.1
20230312	44	19	18.711	15022.1
20230312	44	20	18.901	13777.9
20230312	44	21	19.092	13777.9
20230312	44	22	19.377	0
20230312	44	23	19.282	0
20230313	45	0	18.711	0
20230313	45	1	18.140	0
20230313	45	2	17.570	0
20230313	45	3	17.094	0
20230313	45	4	16.618	0
20230313	45	5	16.237	0
20230313	45	6	15.664	16533.4
20230313	45	7	15.187	11022.3
20230313	45	8	15.378	11022.3
20230313	45	9	15.569	13089.0
20230313	45	10	15.855	15155.7
20230313	45	11	16.237	13089.0
20230313	45	12	16.523	15155.7
20230313	45	13	16.903	14466.8
20230313	45	14	17.189	14466.8
20230313	45	15	17.475	15844.5
20230313	45	16	17.760	15844.5
20230313	45	17	18.045	12400.1
20230313	45	18	18.236	15155.7
20230313	45	19	18.521	17222.3
20230313	45	20	18.711	13777.9
20230313	45	21	18.806	16533.4
20230313	45	22	19.187	0
20230313	45	23	18.996	0
20230314	46	0	18.521	0
20230314	46	1	17.855	0
20230314	46	2	17.284	0
20230314	46	3	16.808	0
20230314	46	4	16.427	0
20230314	46	5	16.237	0
20230314	46	6	15.569	11711.2
20230314	46	7	15.187	16533.4
20230314	46	8	15.378	12400.1
20230314	46	9	16.618	11022.3
20230314	46	10	15.951	15155.7
20230314	46	11	17.094	13777.9
20230314	46	12	19.377	16533.4
20230314	46	13	20.424	13089.0
20230314	46	14	20.519	14466.8
20230314	46	15	20.710	15844.5
20230314	46	16	20.996	15155.7
20230314	46	17	21.187	15844.5
20230314	46	18	21.282	11022.3
20230314	46	19	21.187	14466.8
20230314	46	20	21.187	15155.7
20230314	46	21	21.187	15155.7
20230314	46	22	21.091	0
20230314	46	23	20.138	0
20230315	47	0	19.472	0
20230315	47	1	18.616	0
20230315	47	2	18.045	0
20230315	47	3	17.379	0
20230315	47	4	16.999	0
20230315	47	5	16.427	0
20230315	47	6	16.332	14466.8
20230315	47	7	16.999	16533.4
20230315	47	8	17.284	11022.3
20230315	47	9	17.760	15155.7
20230315	47	10	18.045	16533.4
20230315	47	11	18.426	13777.9
20230315	47	12	18.616	13089.0
20230315	47	13	19.092	17222.3
20230315	47	14	19.282	12400.1
20230315	47	15	19.662	15844.5
20230315	47	16	19.853	11022.3
20230315	47	17	20.138	10333.4
20230315	47	18	20.234	17911.2
20230315	47	19	20.424	15155.7
20230315	47	20	20.615	17222.3
20230315	47	21	20.710	13777.9
20230315	47	22	20.615	0
20230315	47	23	19.662	0
20230316	48	0	19.092	0
20230316	48	1	18.331	0
20230316	48	2	17.855	0
20230316	48	3	17.094	0
20230316	48	4	16.713	0
20230316	48	5	16.332	0
20230316	48	6	16.141	17911.2
20230316	48	7	16.903	17222.3
20230316	48	8	17.189	13777.9
20230316	48	9	17.570	11711.2
20230316	48	10	17.950	16533.4
20230316	48	11	18.331	10333.4
20230316	48	12	18.616	14466.8
20230316	48	13	18.996	12400.1
20230316	48	14	19.282	10677.8
20230316	48	15	19.662	13089.0
20230316	48	16	19.758	11711.2
20230316	48	17	20.043	10677.8
20230316	48	18	20.234	11022.3
20230316	48	19	20.329	13089.0
20230316	48	20	20.519	12400.1
20230316	48	21	20.710	10333.4
20230316	48	22	20.615	0
20230316	48	23	19.662	0
20230317	49	0	18.996	0
20230317	49	1	18.236	0
20230317	49	2	17.760	0
20230317	49	3	17.094	0
20230317	49	4	16.713	0
20230317	49	5	16.237	0
20230317	49	6	16.046	10677.8
20230317	49	7	16.903	11022.3
20230317	49	8	17.094	11022.3
20230317	49	9	17.475	12400.1
20230317	49	10	17.760	14466.8
20230317	49	11	18.045	13777.9
20230317	49	12	18.331	14466.8
20230317	49	13	18.711	12400.1
20230317	49	14	18.901	11711.2
20230317	49	15	19.282	16533.4
20230317	49	16	19.472	14466.8
20230317	49	17	19.758	14600.1
20230317	49	18	19.948	15844.5
20230317	49	19	20.138	14600.1
20230317	49	20	20.234	13089.0
20230317	49	21	20.424	16533.4
20230317	49	22	20.329	0
20230317	49	23	19.282	0
20230318	50	0	18.616	0
20230318	50	1	17.855	0
20230318	50	2	17.379	0
20230318	50	3	16.808	0
20230318	50	4	16.332	0
20230318	50	5	15.951	0
20230318	50	6	15.855	17222.3
20230318	50	7	16.618	16533.4
20230318	50	8	16.903	13777.9
20230318	50	9	17.284	11711.2
20230318	50	10	17.570	12400.1
20230318	50	11	17.950	13089.0
20230318	50	12	18.140	14600.1
20230318	50	13	18.521	13777.9
20230318	50	14	18.711	15155.7
20230318	50	15	19.092	15844.5
20230318	50	16	19.282	17222.3
20230318	50	17	19.662	15844.5
20230318	50	18	19.758	10333.4
20230318	50	19	19.948	11711.2
20230318	50	20	20.138	14466.8
20230318	50	21	20.234	17911.2
20230318	50	22	20.234	0
20230318	50	23	19.187	0
20230319	51	0	18.616	0
20230319	51	1	17.760	0
20230319	51	2	17.284	0
20230319	51	3	16.713	0
20230319	51	4	16.332	0
20230319	51	5	15.951	0
20230319	51	6	15.855	15844.5
20230319	51	7	16.713	17911.2
20230319	51	8	16.999	11022.3
20230319	51	9	17.379	11022.3
20230319	51	10	17.665	10333.4
20230319	51	11	18.140	14466.8
20230319	51	12	18.426	11711.2
20230319	51	13	18.711	11711.2
20230319	51	14	18.996	12400.1
20230319	51	15	19.282	14289.0
20230319	51	16	19.567	16533.4
20230319	51	17	19.853	14466.8
20230319	51	18	19.948	17911.2
20230319	51	19	20.138	12400.1
20230319	51	20	20.329	14289.0
20230319	51	21	20.519	14466.8
20230319	51	22	20.424	0
20230319	51	23	19.377	0
20230320	52	0	18.711	0
20230320	52	1	17.950	0
20230320	52	2	17.475	0
20230320	52	3	16.808	0
20230320	52	4	16.427	0
20230320	52	5	16.046	0
20230320	52	6	15.664	16533.4
20230320	52	7	15.569	16533.4
20230320	52	8	16.141	18600.1
20230320	52	9	16.808	16533.4
20230320	52	10	17.189	12400.1
20230320	52	11	17.760	15155.7
20230320	52	12	18.140	16533.4
20230320	52	13	18.616	10677.8
20230320	52	14	18.996	10333.4
20230320	52	15	19.472	15844.5
20230320	52	16	19.662	10677.8
20230320	52	17	19.948	14466.8
20230320	52	18	20.234	18600.1
20230320	52	19	20.519	15844.5
20230320	52	20	20.710	14289.0
20230320	52	21	20.901	14466.8
20230320	52	22	21.091	0
20230320	52	23	20.996	0
20230321	53	0	20.329	0
20230321	53	1	19.567	0
20230321	53	2	18.996	0
20230321	53	3	18.236	0
20230321	53	4	17.760	0
20230321	53	5	17.094	0
20230321	53	6	16.618	16533.4
20230321	53	7	16.141	14466.8
20230321	53	8	16.808	16533.4
20230321	53	9	17.284	12400.1
20230321	53	10	17.665	11022.3
20230321	53	11	18.140	14466.8
20230321	53	12	18.426	14289.0
20230321	53	13	18.806	14466.8
20230321	53	14	19.092	14289.0
20230321	53	15	17.665	15155.7
20230321	53	16	17.950	16533.4
20230321	53	17	18.236	10677.8
20230321	53	18	18.426	14466.8
20230321	53	19	18.711	15844.5
20230321	53	20	18.806	14466.8
20230321	53	21	19.092	17911.2
20230321	53	22	19.187	0
20230321	53	23	19.567	0
20230322	54	0	19.282	0
20230322	54	1	18.616	0
20230322	54	2	18.045	0
20230322	54	3	17.379	0
20230322	54	4	16.903	0
20230322	54	5	16.427	0
20230322	54	6	16.046	13089.0
20230322	54	7	14.996	12400.1
20230322	54	8	14.900	10677.8
20230322	54	9	15.187	14466.8
20230322	54	10	15.473	13777.9
20230322	54	11	15.855	12400.1
20230322	54	12	16.237	10677.8
20230322	54	13	16.713	12400.1
20230322	54	14	16.999	14977.9
20230322	54	15	17.760	13777.9
20230322	54	16	19.472	12400.1
20230322	54	17	18.711	11022.3
20230322	54	18	22.908	11022.3
20230322	54	19	20.901	12400.1
20230322	54	20	20.805	12400.1
20230322	54	21	20.805	16533.4
20230322	54	22	20.805	0
20230322	54	23	20.805	0
20230323	55	0	20.329	0
20230323	55	1	19.567	0
20230323	55	2	18.901	0
20230323	55	3	18.140	0
20230323	55	4	17.665	0
20230323	55	5	17.094	0
20230323	55	6	16.713	13089.0
20230323	55	7	15.664	17222.3
20230323	55	8	15.664	16533.4
20230323	55	9	15.855	11022.3
20230323	55	10	16.046	17222.3
20230323	55	11	16.427	12400.1
20230323	55	12	16.713	10677.8
20230323	55	13	17.094	15155.7
20230323	55	14	17.379	13089.0
20230323	55	15	17.665	11711.2
20230323	55	16	17.950	16533.4
20230323	55	17	18.236	16533.4
20230323	55	18	18.426	17911.2
20230323	55	19	18.711	17222.3
20230323	55	20	18.806	12400.1
20230323	55	21	19.092	11022.3
20230323	55	22	19.187	0
20230323	55	23	19.377	0
20230324	56	0	18.996	0
20230324	56	1	18.331	0
20230324	56	2	17.855	0
20230324	56	3	17.189	0
20230324	56	4	16.808	0
20230324	56	5	16.523	0
20230324	56	6	16.141	15844.5
20230324	56	7	15.187	13089.0
20230324	56	8	15.282	12400.1
20230324	56	9	15.473	12400.1
20230324	56	10	15.760	14289.0
20230324	56	11	16.046	15844.5
20230324	56	12	16.332	13089.0
20230324	56	13	16.808	13089.0
20230324	56	14	16.999	10677.8
20230324	56	15	17.379	10677.8
20230324	56	16	17.665	13089.0
20230324	56	17	17.950	12400.1
20230324	56	18	18.140	17911.2
20230324	56	19	18.426	15844.5
20230324	56	20	18.616	17222.3
20230324	56	21	18.806	17911.2
20230324	56	22	18.996	0
20230324	56	23	19.187	0
20230325	57	0	18.711	0
20230325	57	1	18.045	0
20230325	57	2	17.665	0
20230325	57	3	17.094	0
20230325	57	4	16.713	0
20230325	57	5	16.237	0
20230325	57	6	15.951	16533.4
20230325	57	7	15.091	16533.4
20230325	57	8	15.282	16533.4
20230325	57	9	15.473	13777.9
20230325	57	10	16.237	17911.2
20230325	57	11	16.237	16533.4
20230325	57	12	20.234	13089.0
20230325	57	13	20.710	11711.2
20230325	57	14	20.519	11022.3
20230325	57	15	20.615	10677.8
20230325	57	16	20.901	12400.1
20230325	57	17	21.091	14466.8
20230325	57	18	21.282	15155.7
20230325	57	19	21.187	14466.8
20230325	57	20	21.187	13777.9
20230325	57	21	21.187	12400.1
20230325	57	22	20.710	0
20230325	57	23	19.853	0
20230326	58	0	19.187	0
20230326	58	1	18.426	0
20230326	58	2	17.855	0
20230326	58	3	17.189	0
20230326	58	4	16.808	0
20230326	58	5	16.332	0
20230326	58	6	16.523	14466.8
20230326	58	7	17.189	17911.2
20230326	58	8	17.475	17222.3
20230326	58	9	17.855	14466.8
20230326	58	10	18.140	18600.1
20230326	58	11	18.521	18600.1
20230326	58	12	18.806	12400.1
20230326	58	13	19.187	12400.1
20230326	58	14	19.377	14466.8
20230326	58	15	19.758	12400.1
20230326	58	16	19.948	14466.8
20230326	58	17	20.138	12400.1
20230326	58	18	20.329	13777.9
20230326	58	19	20.519	12400.1
20230326	58	20	20.615	12400.1
20230326	58	21	20.805	18600.1
20230326	58	22	20.329	0
20230326	58	23	19.472	0
20230327	59	0	18.806	0
20230327	59	1	18.140	0
20230327	59	2	17.570	0
20230327	59	3	16.903	0
20230327	59	4	16.618	0
20230327	59	5	16.141	0
20230327	59	6	16.427	11711.2
20230327	59	7	16.999	16533.4
20230327	59	8	17.379	14466.8
20230327	59	9	17.760	13089.0
20230327	59	10	18.045	14466.8
20230327	59	11	18.426	16533.4
20230327	59	12	18.711	11711.2
20230327	59	13	19.092	14466.8
20230327	59	14	19.282	12400.1
20230327	59	15	19.662	15155.7
20230327	59	16	19.853	12400.1
20230327	59	17	20.138	17222.3
20230327	59	18	20.234	18600.1
20230327	59	19	20.424	18600.1
20230327	59	20	20.615	12400.1
20230327	59	21	20.710	12400.1
20230327	59	22	20.234	0
20230327	59	23	19.377	0
20230328	60	0	18.806	0
20230328	60	1	18.045	0
20230328	60	2	17.570	0
20230328	60	3	16.903	0
20230328	60	4	16.523	0
20230328	60	5	16.141	0
20230328	60	6	16.427	12400.1
20230328	60	7	16.999	18600.1
20230328	60	8	17.284	18600.1
20230328	60	9	17.570	13089.0
20230328	60	10	17.855	13089.0
20230328	60	11	18.236	16533.4
20230328	60	12	18.426	15844.5
20230328	60	13	18.806	16533.4
20230328	60	14	19.092	16533.4
20230328	60	15	19.377	12400.1
20230328	60	16	19.662	18600.1
20230328	60	17	19.853	16533.4
20230328	60	18	19.948	17222.3
20230328	60	19	20.138	15844.5
20230328	60	20	20.329	14466.8
20230328	60	21	20.424	16533.4
20230328	60	22	19.948	0
20230328	60	23	19.092	0
20230329	61	0	18.426	0
20230329	61	1	17.665	0
20230329	61	2	17.189	0
20230329	61	3	16.618	0
20230329	61	4	16.237	0
20230329	61	5	15.855	0
20230329	61	6	16.141	13089.0
20230329	61	7	16.713	18600.1
20230329	61	8	17.094	15844.5
20230329	61	9	17.379	12400.1
20230329	61	10	17.665	11711.2
20230329	61	11	17.950	16533.4
20230329	61	12	18.331	17222.3
20230329	61	13	18.616	13777.9
20230329	61	14	18.901	15844.5
20230329	61	15	19.187	16533.4
20230329	61	16	19.377	12400.1
20230329	61	17	19.662	10333.4
20230329	61	18	19.758	16533.4
20230329	61	19	20.043	15155.7
20230329	61	20	20.138	16533.4
20230329	61	21	20.329	16533.4
20230329	61	22	19.853	0
20230329	61	23	18.901	0
20230330	62	0	18.331	0
20230330	62	1	17.570	0
20230330	62	2	17.094	0
20230330	62	3	16.523	0
20230330	62	4	16.237	0
20230330	62	5	15.760	0
20230330	62	6	16.237	13777.9
20230330	62	7	16.808	16533.4
20230330	62	8	17.189	11711.2
20230330	62	9	17.570	13089.0
20230330	62	10	17.855	15844.5
20230330	62	11	18.236	14466.8
20230330	62	12	18.521	12400.1
20230330	62	13	18.806	15844.5
20230330	62	14	19.092	16533.4
20230330	62	15	19.377	17911.2
20230330	62	16	19.662	16533.4
20230330	62	17	19.853	13089.0
20230330	62	18	20.043	15844.5
20230330	62	19	20.234	15155.7
20230330	62	20	20.329	15155.7
20230330	62	21	20.424	14466.8
20230330	62	22	19.948	0
20230330	62	23	19.092	0
20230331	63	0	18.521	0
20230331	63	1	17.760	0
20230331	63	2	17.284	0
20230331	63	3	16.618	0
20230331	63	4	16.332	0
20230331	63	5	15.855	0
20230331	63	6	15.569	11022.3
20230331	63	7	15.760	17911.2
20230331	63	8	16.332	17222.3
20230331	63	9	16.903	15155.7
20230331	63	10	17.284	12400.1
20230331	63	11	17.855	14466.8
20230331	63	12	18.236	18600.1
20230331	63	13	18.806	12400.1
20230331	63	14	19.092	12400.1
20230331	63	15	19.567	16533.4
20230331	63	16	19.758	15844.5
20230331	63	17	20.043	13777.9
20230331	63	18	20.329	14466.8
20230331	63	19	20.615	15155.7
20230331	63	20	20.710	12400.1
20230331	63	21	20.996	14466.8
20230331	63	22	21.187	0
20230331	63	23	20.710	0
20230401	64	0	20.138	0
20230401	64	1	19.282	0
20230401	64	2	18.711	0
20230401	64	3	18.045	0
20230401	64	4	17.570	0
20230401	64	5	16.903	0
20230401	64	6	16.427	16533.4
20230401	64	7	16.523	10677.8
20230401	64	8	16.903	16533.4
20230401	64	9	17.475	13777.9
20230401	64	10	17.760	13089.0
20230401	64	11	18.236	14466.8
20230401	64	12	18.521	13777.9
20230401	64	13	18.996	17911.2
20230401	64	14	19.282	16533.4
20230401	64	15	17.760	16533.4
20230401	64	16	18.045	15844.5
20230401	64	17	18.331	15844.5
20230401	64	18	18.521	12400.1
20230401	64	19	18.806	15155.7
20230401	64	20	18.901	13777.9
20230401	64	21	19.092	13089.0
20230401	64	22	19.377	0
20230401	64	23	19.472	0
20230402	65	0	19.092	0
20230402	65	1	18.426	0
20230402	65	2	17.855	0
20230402	65	3	17.189	0
20230402	65	4	16.713	0
20230402	65	5	16.237	0
20230402	65	6	15.664	12400.1
20230402	65	7	14.900	14466.8
20230402	65	8	14.996	15155.7
20230402	65	9	15.282	11022.3
20230402	65	10	15.569	10677.8
20230402	65	11	16.046	14466.8
20230402	65	12	16.332	15155.7
20230402	65	13	16.808	15844.5
20230402	65	14	17.094	14466.8
20230402	65	15	17.950	16533.4
20230402	65	16	18.711	11022.3
20230402	65	17	18.806	11711.2
20230402	65	18	21.569	14466.8
20230402	65	19	20.805	14466.8
20230402	65	20	20.805	12400.1
20230402	65	21	20.805	13777.9
20230402	65	22	20.901	0
20230402	65	23	20.615	0
20230403	66	0	20.138	0
20230403	66	1	19.282	0
20230403	66	2	18.711	0
20230403	66	3	17.855	0
20230403	66	4	17.475	0
20230403	66	5	16.903	0
20230403	66	6	16.427	10677.8
20230403	66	7	15.664	12400.1
20230403	66	8	15.760	16533.4
20230403	66	9	15.951	15155.7
20230403	66	10	16.237	14466.8
20230403	66	11	16.523	15844.5
20230403	66	12	16.808	11711.2
20230403	66	13	17.189	11022.3
20230403	66	14	17.475	10333.4
20230403	66	15	17.760	13777.9
20230403	66	16	17.950	13777.9
20230403	66	17	18.331	11711.2
20230403	66	18	18.521	16533.4
20230403	66	19	18.711	10333.4
20230403	66	20	18.901	10677.8
20230403	66	21	19.092	10333.4
20230403	66	22	19.377	0
20230403	66	23	19.282	0
20230404	67	0	18.806	0
20230404	67	1	18.140	0
20230404	67	2	17.665	0
20230404	67	3	17.094	0
20230404	67	4	16.808	0
20230404	67	5	16.237	0
20230404	67	6	15.855	14466.8
20230404	67	7	15.187	14466.8
20230404	67	8	15.282	13777.9
20230404	67	9	15.569	11711.2
20230404	67	10	15.855	16533.4
20230404	67	11	16.237	12400.1
20230404	67	12	16.523	12400.1
20230404	67	13	16.903	13089.0
20230404	67	14	17.094	15155.7
20230404	67	15	17.475	15844.5
20230404	67	16	17.760	12400.1
20230404	67	17	18.045	11711.2
20230404	67	18	18.236	15155.7
20230404	67	19	18.521	15155.7
20230404	67	20	18.711	12400.1
20230404	67	21	18.806	13777.9
20230404	67	22	19.092	0
20230404	67	23	18.996	0
20230405	68	0	18.521	0
20230405	68	1	17.855	0
20230405	68	2	17.379	0
20230405	68	3	16.808	0
20230405	68	4	16.523	0
20230405	68	5	16.237	0
20230405	68	6	15.664	11711.2
20230405	68	7	15.187	12400.1
20230405	68	8	15.378	15844.5
20230405	68	9	16.618	12400.1
20230405	68	10	15.951	11711.2
20230405	68	11	15.951	14466.8
20230405	68	12	19.567	15155.7
20230405	68	13	20.424	12400.1
20230405	68	14	20.519	11711.2
20230405	68	15	20.710	11022.3
20230405	68	16	20.901	14466.8
20230405	68	17	21.187	13777.9
20230405	68	18	21.282	14466.8
20230405	68	19	21.187	16533.4
20230405	68	20	21.187	15155.7
20230405	68	21	21.187	12400.1
20230405	68	22	21.091	0
20230405	68	23	20.138	0
20230406	69	0	19.282	0
20230406	69	1	18.426	0
20230406	69	2	18.045	0
20230406	69	3	17.379	0
20230406	69	4	16.999	0
20230406	69	5	16.427	0
20230406	69	6	16.332	12400.1
20230406	69	7	16.999	11711.2
20230406	69	8	17.284	16533.4
20230406	69	9	17.760	14466.8
20230406	69	10	18.045	11711.2
20230406	69	11	18.426	11711.2
20230406	69	12	18.616	15844.5
20230406	69	13	19.092	12400.1
20230406	69	14	19.282	10333.4
20230406	69	15	19.662	16533.4
20230406	69	16	19.853	15155.7
20230406	69	17	20.138	16533.4
20230406	69	18	20.234	13777.9
20230406	69	19	20.424	11711.2
20230406	69	20	20.615	13089.0
20230406	69	21	20.710	15844.5
20230406	69	22	20.615	0
20230406	69	23	19.662	0
20230407	70	0	19.092	0
20230407	70	1	18.331	0
20230407	70	2	17.855	0
20230407	70	3	17.094	0
20230407	70	4	16.713	0
20230407	70	5	16.332	0
20230407	70	6	16.141	17222.3
20230407	70	7	16.903	15155.7
20230407	70	8	17.189	15844.5
20230407	70	9	17.570	13089.0
20230407	70	10	17.950	15155.7
20230407	70	11	18.331	17911.2
20230407	70	12	18.616	14466.8
20230407	70	13	18.996	16533.4
20230407	70	14	19.282	16533.4
20230407	70	15	19.662	17911.2
20230407	70	16	19.758	15155.7
20230407	70	17	20.138	12400.1
20230407	70	18	20.329	16533.4
20230407	70	19	20.424	14466.8
20230407	70	20	20.615	13777.9
20230407	70	21	20.710	12400.1
20230407	70	22	20.615	0
20230407	70	23	19.758	0
20230408	71	0	18.901	0
20230408	71	1	18.140	0
20230408	71	2	17.760	0
20230408	71	3	17.094	0
20230408	71	4	16.713	0
20230408	71	5	16.237	0
20230408	71	6	16.046	14466.8
20230408	71	7	16.903	15155.7
20230408	71	8	17.094	12400.1
20230408	71	9	17.379	10677.8
20230408	71	10	17.760	16533.4
20230408	71	11	18.045	13777.9
20230408	71	12	18.331	13089.0
20230408	71	13	18.616	15844.5
20230408	71	14	18.901	14466.8
20230408	71	15	19.282	17222.3
20230408	71	16	19.472	13777.9
20230408	71	17	19.758	16533.4
20230408	71	18	19.948	16533.4
20230408	71	19	20.043	16533.4
20230408	71	20	20.234	15155.7
20230408	71	21	20.424	13777.9
20230408	71	22	20.329	0
20230408	71	23	19.472	0
20230409	72	0	18.521	0
20230409	72	1	17.950	0
20230409	72	2	17.284	0
20230409	72	3	16.808	0
20230409	72	4	16.332	0
20230409	72	5	16.046	0
20230409	72	6	16.046	11711.2
20230409	72	7	16.523	15844.5
20230409	72	8	16.999	16533.4
20230409	72	9	17.284	14466.8
20230409	72	10	17.570	11711.2
20230409	72	11	17.855	12400.1
20230409	72	12	18.236	15844.5
20230409	72	13	18.426	12400.1
20230409	72	14	18.711	11711.2
20230409	72	15	19.092	16533.4
20230409	72	16	19.282	13089.0
20230409	72	17	19.662	17222.3
20230409	72	18	19.758	13089.0
20230409	72	19	19.948	13777.9
20230409	72	20	20.138	12400.1
20230409	72	21	20.234	15844.5
20230409	72	22	20.234	0
