"RUNINFO"	"Name"	"Run"	"Treatment"	"Replicate"	"FA_mass"	"µg_FA_per_mg"
"291"	"Algae_7"	"20:0"	"R3"	"T"	2	0.0337877976208492	0.0036214145359967
"292"	"Algae_7"	"20:1n-9"	"R3"	"T"	2	0.0406671828244017	0.00435875485792087
"293"	"Algae_7"	"20:2n-6"	"R3"	"T"	2	0.0675057325754284	0.00723534111205021
"294"	"Algae_7"	"20:3n-3"	"R3"	"T"	2	0.0163754321823505	0.00175513742576104
"295"	"Algae_7"	"20:4n-6"	"R3"	"T"	2	0.316479022743845	0.0339205812158462
"296"	"Algae_7"	"20:5n-3"	"R3"	"T"	2	1.99996633802034	0.214358664310862
"297"	"Algae_7"	"22:0"	"R3"	"T"	2	0.281302920355956	0.0301503665976373
"298"	"Algae_7"	"22:6n-3"	"R3"	"T"	2	0.420603632231504	0.0450807751587893
"299"	"Algae_7"	"23:0"	"R3"	"T"	2	0.202480278612663	0.021702066303608
"300"	"Algae_7"	"24:0"	"R3"	"T"	2	0.693106729244015	0.0742879666928204
"301"	"Algae_8"	"15:0"	"R3"	"T"	1	0.596810478422277	0.0417349984910683
"302"	"Algae_8"	"16:0"	"R3"	"T"	1	71.4430128577516	4.99601488515745
"303"	"Algae_8"	"16:1n-7"	"R3"	"T"	1	10.9936837127491	0.768789070821614
"304"	"Algae_8"	"17:0"	"R3"	"T"	1	12.3929157426232	0.866637464519102
"305"	"Algae_8"	"18:0"	"R3"	"T"	1	2.17053535644641	0.151785689261986
"306"	"Algae_8"	"18:1n-7"	"R3"	"T"	1	34.8747104584893	2.4387909411531
"307"	"Algae_8"	"18:1n-9c"	"R3"	"T"	1	20.1307572637917	1.40774526320221
"308"	"Algae_8"	"18:2n-6c"	"R3"	"T"	1	33.1459497952195	2.31789858707829
"309"	"Algae_8"	"18:3n-3"	"R3"	"T"	1	118.655628049708	8.29759636711248
"310"	"Algae_8"	"18:3n-6"	"R3"	"T"	1	9.84596110460307	0.688528748573641
"311"	"Algae_8"	"20:0"	"R3"	"T"	1	0.0468611243522215	0.00327700170295255
"312"	"Algae_8"	"20:1n-9"	"R3"	"T"	1	0.150893381074899	0.0105519846905524
"313"	"Algae_8"	"20:2n-6"	"R3"	"T"	1	0.194273687650331	0.0135855725629602
"314"	"Algae_8"	"20:3n-3"	"R3"	"T"	1	0.183555153323788	0.0128360247079572
"315"	"Algae_8"	"20:4n-6"	"R3"	"T"	1	0.794593714332421	0.0555659940092602
"316"	"Algae_8"	"20:5n-3"	"R3"	"T"	1	4.43478718757353	0.310124978151995
"317"	"Algae_8"	"22:0"	"R3"	"T"	1	0.127383160173154	0.00890791329882197
"318"	"Algae_8"	"22:6n-3"	"R3"	"T"	1	1.38011004447105	0.0965111919210526
"319"	"Algae_8"	"23:0"	"R3"	"T"	1	0.310348078383777	0.0217026628240404
"320"	"Algae_8"	"24:0"	"R3"	"T"	1	0.462525975353094	0.0323444738009157
"321"	"Algae_9"	"15:0"	"R1"	"T"	2	0.501798511892777	0.0348713350863639
"322"	"Algae_9"	"16:0"	"R1"	"T"	2	62.881033120645	4.36977297572237
"323"	"Algae_9"	"16:1n-7"	"R1"	"T"	2	17.7810850916621	1.23565567002516
"324"	"Algae_9"	"17:0"	"R1"	"T"	2	9.14718760611811	0.635662794031836
"325"	"Algae_9"	"18:0"	"R1"	"T"	2	2.30872843362636	0.160439779960136
"326"	"Algae_9"	"18:1n-7"	"R1"	"T"	2	34.6442336485171	2.40752144881981
"327"	"Algae_9"	"18:1n-9c"	"R1"	"T"	2	16.6805446395838	1.15917613895648
"328"	"Algae_9"	"18:2n-6c"	"R1"	"T"	2	29.0958823902092	2.02195152120981
"329"	"Algae_9"	"18:3n-3"	"R1"	"T"	2	89.7861673334157	6.23948348390658
"330"	"Algae_9"	"18:3n-6"	"R1"	"T"	2	6.32697981139274	0.439678930604082
"331"	"Algae_9"	"20:0"	"R1"	"T"	2	0.0488906937097456	0.00339754647044792
"332"	"Algae_9"	"20:1n-9"	"R1"	"T"	2	0.158345043080047	0.0110038250924286
"333"	"Algae_9"	"20:2n-6"	"R1"	"T"	2	0.200391551989714	0.0139257506594659
"334"	"Algae_9"	"20:3n-3"	"R1"	"T"	2	0.630337019142167	0.0438038234289206
"335"	"Algae_9"	"20:4n-6"	"R1"	"T"	2	1.40521069021257	0.0976518895213736
"336"	"Algae_9"	"20:5n-3"	"R1"	"T"	2	4.28841269240771	0.298013390716311
"337"	"Algae_9"	"22:0"	"R1"	"T"	2	0.169732320029487	0.0117951577504855
"338"	"Algae_9"	"22:6n-3"	"R1"	"T"	2	1.28849939094813	0.0895413058337828
"339"	"Algae_9"	"23:0"	"R1"	"T"	2	0.398113447122081	0.0276659796471217
"340"	"Algae_9"	"24:0"	"R1"	"T"	2	0.510084782001289	0.035447170396198
